ALLA0212330,IDIB000S802,363010001,363019002
ALLA0212751,IDIB000U530,384010051,384019051
ALLA0210669,IDIB000V502,382010501,382019502
ALLA0213221,IDIB000A541,229010104,226019015
ALLA0211044,IDIB000A576,211010003,211019008
ALLA0210611,IDIB000A577,211010004,211019009
ALLA0210695,IDIB000A580,211010006,211019010
ALLA0210351,IDIB000A581,211010009,211019011
ALLA0211131,IDIB000A582,211010007,211019012
ALLA0210086,IDIB000A583,211010008,211019013
ALLA0210908,IDIB000A584,211010010,211019014
ALLA0211033,IDIB000N570,211010011,211019015
ALLA0213288,IDIB000P635,211010017,211019016
ALLA0210520,IDIB000P665,211010012,211019017
ALLA0211519,IDIB000A685,211010510,211019018
ALLA0212937,IDIB000B515,229010506,226019016
ALLA0211489,IDIB000B621,211010505,211019019
ALLA0211925,IDIB000B661,210010502,210019003
ALLA0212264,IDIB000B770,211010509,211019020
ALLA0210975,IDIB000C509,211010013,211019005
ALLA0210087,IDIB000A579,211010005,211019021
ALLA0210085,IDIB000C629,211010002,211019022
ALLA0211511,IDIB000D521,211010506,211019023
ALLA0213003,IDIB000D525,211010511,211019006
ALLA0212225,IDIB000D578,230010502,211019024
ALLA0213324,IDIB000D582,211010513,211019025
ALLA0211356,IDIB000G670,228010051,228019007
ALLA0212138,IDIB000H526,211010502,211019026
ALLA0210088,IDIB000J583,211010501,211019027
ALLA0212224,IDIB000J612,211010015,211019028
ALLA0212930,IDIB000K511,228010055,228019008
ALLA0212789,IDIB000K567,229010505,229019007
ALLA0210305,IDIB000K614,210010002,210019004
ALLA0213197,IDIB000K730,211010512,211019007
ALLA0212148,IDIB000K835,230010501,230019007
ALLA0212084,IDIB000L525,229010102,229019107
ALLA0210089,IDIB000L527,211010503,211019029
ALLA0212928,IDIB000L531,228010054,228019009
ALLA0212114,IDIB000M536,229010501,229019008
ALLA0211445,IDIB000M549,211010151,211019030
ALLA0210082,IDIB000M613,210010501,210019005
ALLA0212540,IDIB000M619,211010102,211019103
ALLA0210256,IDIB000M667,210010504,210019006
ALLA0210901,IDIB000M766,211010014,211019031
ALLA0211395,IDIB000O503,211010507,211019032
ALLA0210563,IDIB000P512,210010505,210019007
ALLA0210528,IDIB000P673,230010002,230019008
ALLA0210065,IDIB000R513,229010002,229019009
ALLA0210084,IDIB000R527,210010503,210019008
ALLA0210902,IDIB000R564,210010506,210019009
ALLA0212872,IDIB000R597,229010103,230019009
ALLA0212092,IDIB000S547,229010503,229019010
ALLA0212667,IDIB000S565,227010501,230019010
ALLA0213362,IDIB000S581,210010507,210019010
ALLA0211442,IDIB000S623,211010508,211019033
ALLA0213452,IDIB000S642,228010056,228019010
ALLA0213400,IDIB000S719,211010152,211019034
ALLA0210431,IDIB000L564,228010003,228019011
ALLA0211851,IDIB000T528,210010003,210019011
ALLA0210654,IDIB000T530,228010053,228019012
ALLA0210839,IDIB000T556,211010504,211019035
ALLA0212093,IDIB000U528,229010504,229019011
ALLA0212495,IDIB000L565,228010002,228019013
ALLA0213502,IDIB000V529,210010005,210019012
ALLA0213375,IDIB000C596,523010102,523019007
ALLA0210215,IDIB000G651,520010102,522019012
ALLA0213283,IDIB000A591,520010103,522019013
ALLA0212696,IDIB000K834,520010004,522019015
ALLA0212356,IDIB000K845,518010002,518019014
ALLA0213476,IDIB000M604,520010302,522019017
ALLA0213140,IDIB000N534,518010102,518019015
ALLA0213206,IDIB000O507,523010002,523019006
ALLA0210216,IDIB000T503,522010662,522019016
ALLA0213186,IDIB000T537,520010202,522019014
ALLA0210165,IDIB000A503,152010052,152019055
ALLA0212097,IDIB000D545,143010005,143019007
ALLA0210166,IDIB000A617,143010002,143019004
ALLA0210443,IDIB000A618,143010003,143019005
ALLA0212386,IDIB000A619,143010006,143019008
ALLA0210433,IDIB000S787,143010004,143019006
ALLA0212758,IDIB000B536,142010152,142019152
ALLA0213449,IDIB000B666,180010006,180019009
ALLA0210167,IDIB000B695,143010252,143019253
ALLA0210168,IDIB000B696,143010053,143019257
ALLA0212410,IDIB000B704,143010502,143019502
ALLA0212938,IDIB000C582,143010010,143019011
ALLA0212307,IDIB000S561,146010002,146019011
ALLA0212744,IDIB000D534,144010877,144019877
ALLA0212363,IDIB000S771,143010352,143019352
ALLA0212401,IDIB000B703,151010102,151019103
ALLA0211963,IDIB000F518,152010152,152019152
ALLA0212384,IDIB000F519,152010002,152019003
ALLA0213119,IDIB000G536,144010651,144019652
ALLA0212419,IDIB000G563,143010152,143019254
ALLA0212633,IDIB000G572,152010252,152019252
ALLA0212607,IDIB000G583,143010303,143019304
ALLA0212362,IDIB000G653,143010202,143019203
ALLA0213200,IDIB000G660,152010352,152019352
ALLA0212418,IDIB000H539,146010052,146019008
ALLA0210586,IDIB000H584,146010001,146019007
ALLA0212737,IDIB000J529,151010502,151019502
ALLA0212532,IDIB000J534,152010302,152019302
ALLA0210473,IDIB000J555,180010001,180019004
ALLA0212062,IDIB000J557,180010002,180019005
ALLA0213385,IDIB000G520,180010005,180019008
ALLA0213384,IDIB000T509,180010004,180019007
ALLA0212695,IDIB000J556,180010003,180019006
ALLA0212604,IDIB000J569,143010452,143019452
ALLA0210169,IDIB000K591,144010102,144019254
ALLA0212098,IDIB000K635,182010201,182019202
ALLA0212593,IDIB000K648,152010053,152019056
ALLA0212551,IDIB000K718,143010153,143019256
ALLA0212361,IDIB000K799,151010802,151019152
ALLA0213009,IDIB000M552,146010004,146019009
ALLA0212448,IDIB000B846,143010007,143019009
ALLA0212762,IDIB000M572,143010009,143019013
ALLA0212738,IDIB000M592,152010202,152019202
ALLA0213343,IDIB000M625,142010103,142019103
ALLA0210665,IDIB000M626,142010004,142019007
ALLA0210662,IDIB000M695,142010003,142019006
ALLA0213075,IDIB000M723,146010005,146019010
ALLA0210420,IDIB000M725,142010002,142019005
ALLA0212481,IDIB000M760,144010702,144019702
ALLA0212402,IDIB000M761,152010102,152019103
ALLA0210481,IDIB000P597,145010001,145019005
ALLA0213121,IDIB000S736,145010004,145019004
ALLA0212821,IDIB000P622,143010402,143019402
ALLA0210441,IDIB000P632,144010202,144019203
ALLA0213122,IDIB000R623,143010503,143019503
ALLA0210640,IDIB000S517,143010054,143019255
ALLA0210621,IDIB000S765,190010002,190019002
ALLA0213105,IDIB000S778,145010003,145019003
ALLA0212585,IDIB000S786,144010612,144019902
ALLA0213074,IDIB000T516,144010752,144019753
ALLA0212385,IDIB000T523,143010302,143019303
ALLA0212863,IDIB000U509,182010001,182019002
ALLA0213123,IDIB000V518,143010011,143019012
ALLA0212479,IDIB000Z503,142010102,142019102
ALLA0210502,IDIB000A513,723010503,723019202
ALLA0211471,IDIB000A520,723010504,723019003
ALLA0211837,IDIB000A529,713010614,713019103
ALLA0213468,IDIB000A594,713010621,713019104
ALLA0210049,IDIB000A632,713010803,713019303
ALLA0210046,IDIB000A659,713010002,713019004
ALLA0211151,IDIB000A660,713010003,713019005
ALLA0211540,IDIB000B592,713010801,722019304
ALLA0211840,IDIB000B615,731010601,731019102
ALLA0210410,IDIB000B624,722010002,722019003
ALLA0211252,IDIB000B637,713010604,713019105
ALLA0212774,IDIB000B642,713010051,713019051
ALLA0213264,IDIB000B890,713010107,713019106
ALLA0211186,IDIB000B724,713010602,713019107
ALLA0211838,IDIB000B759,713010609,713019108
ALLA0212775,IDIB000B819,713010618,713019109
ALLA0211616,IDIB000B822,722010504,722019004
ALLA0213073,IDIB000B837,722010202,722019202
ALLA0211605,IDIB000B844,713010610,713019110
ALLA0211101,IDIB000B851,731010002,731019002
ALLA0211732,IDIB000B852,731010003,731019003
ALLA0211771,IDIB000B868,713010615,713019111
ALLA0211805,IDIB000B872,713010608,713019112
ALLA0211801,IDIB000B883,713010606,713019113
ALLA0210047,IDIB000B888,713010101,713019114
ALLA0210290,IDIB000N628,713010102,713019115
ALLA0211262,IDIB000B891,713010103,713019116
ALLA0213394,IDIB000D513,713010805,713019305
ALLA0211790,IDIB000D590,713010105,713019117
ALLA0211260,IDIB000D615,713010603,713019118
ALLA0213481,IDIB000D621,713010251,713019251
ALLA0213276,IDIB000D666,731010804,731019303
ALLA0210408,IDIB000D687,713010202,713019203
ALLA0213248,IDIB000D689,713010205,713019204
ALLA0211764,IDIB000D690,713010203,713019205
ALLA0211144,IDIB000S773,713010204,713019206
ALLA0211288,IDIB000F503,731010501,731019004
ALLA0210048,IDIB000G569,713010605,713019119
ALLA0211833,IDIB000G570,722010503,722019005
ALLA0211261,IDIB000G579,713010601,713019120
ALLA0211538,IDIB000G609,722010505,722019006
ALLA0211460,IDIB000J601,723010501,723019004
ALLA0210865,IDIB000K558,722010506,722019007
ALLA0211733,IDIB000K600,731010801,731019304
ALLA0212844,IDIB000K638,713010402,713019403
ALLA0211648,IDIB000K700,723010505,723019005
ALLA0210864,IDIB000K803,723010506,723019006
ALLA0210661,IDIB000K804,713010802,713019306
ALLA0211525,IDIB000K850,731010602,731019103
ALLA0210052,IDIB000L502,731010502,731019005
ALLA0211520,IDIB000L521,713010611,713019121
ALLA0211496,IDIB000M622,722010501,722019008
ALLA0211796,IDIB000N504,713010612,713019122
ALLA0210051,IDIB000N529,731010604,731019104
ALLA0210947,IDIB000N531,722010508,722019009
ALLA0211114,IDIB000N610,731010605,731019105
ALLA0212879,IDIB000P544,713010151,713019151
ALLA0213263,IDIB000P545,713010152,713019152
ALLA0211282,IDIB000P679,723010507,723019007
ALLA0210514,IDIB000P688,713010613,713019123
ALLA0210503,IDIB000P692,723010002,723019008
ALLA0213249,IDIB000R511,723010102,723019102
ALLA0211140,IDIB000R538,731010603,731019106
ALLA0211276,IDIB000R580,722010507,722019010
ALLA0211727,IDIB000R583,731010102,731019107
ALLA0211745,IDIB000R598,713010302,713019307
ALLA0210228,IDIB000R611,713010617,713019124
ALLA0211498,IDIB000R666,722010509,722019011
ALLA0211409,IDIB000S525,713010607,713019125
ALLA0211731,IDIB000S535,731010202,731019202
ALLA0211327,IDIB000S582,722010510,722019012
ALLA0211839,IDIB000S592,713010616,713019126
ALLA0211646,IDIB000S681,723010502,723019009
ALLA0212776,IDIB000S698,713010619,713019127
ALLA0211749,IDIB000S747,722010502,722019013
ALLA0210389,IDIB000S804,731010302,731019305
ALLA0211287,IDIB000T525,731010802,731019306
ALLA0212602,IDIB000T579,731010803,731019307
ALLA0210050,IDIB000U516,713010804,713019308
ALLA0211916,IDIB000A602,700010522,700019227
ALLA0210569,IDIB000A665,700010184,700019228
ALLA0210041,IDIB000B529,700010525,700019229
ALLA0211319,IDIB000B532,700010528,700019230
ALLA0212180,IDIB000B542,700010161,700019231
ALLA0210869,IDIB000B588,700010157,700019232
ALLA0211203,IDIB000B591,700010187,700019233
ALLA0210631,IDIB000D682,700010022,700019234
ALLA0211340,IDIB000B645,700010067,700019235
ALLA0210438,IDIB000B647,700010133,700019236
ALLA0211960,IDIB000B648,700010147,700019293
ALLA0211729,IDIB000C520,700010136,700019244
ALLA0210504,IDIB000B681,700010130,700019237
ALLA0210561,IDIB000B687,700010524,700019238
ALLA0211758,IDIB000B698,700010151,700019239
ALLA0210505,IDIB000B734,700010190,700019240
ALLA0210361,IDIB000B832,700010070,700019241
ALLA0211730,IDIB000B856,743010002,700019002
ALLA0211697,IDIB000B863,700010527,700019242
ALLA0211497,IDIB000C519,700010529,700019243
ALLA0211843,IDIB000C529,700010530,700019245
ALLA0211789,IDIB000C610,700010186,700019246
ALLA0210303,IDIB000K748,700010020,700019247
ALLA0211564,IDIB000D537,700010556,700019248
ALLA0210042,IDIB000D580,700010158,700019249
ALLA0211726,IDIB000D676,700010088,700019250
ALLA0212265,IDIB000D677,700010165,700019252
ALLA0210423,IDIB000D675,700010021,700019251
ALLA0211779,IDIB000D686,700010113,700019253
ALLA0211656,IDIB000D693,700010559,700019254
ALLA0212525,IDIB000G525,700010197,700019255
ALLA0210645,IDIB000G530,700010531,700019256
ALLA0210763,IDIB000G561,700010115,700019257
ALLA0211615,IDIB000G568,700010192,700019258
ALLA0211770,IDIB000G603,700010532,700019259
ALLA0210856,IDIB000G642,700010185,700019260
ALLA0211949,IDIB000H502,700010155,700019261
ALLA0213373,IDIB000H518,700010211,700019262
ALLA0211735,IDIB000H550,700010558,700019263
ALLA0211918,IDIB000H557,700010134,700019264
ALLA0211760,IDIB000H564,700010533,700019265
ALLA0210362,IDIB000H592,700010131,700019266
ALLA0212556,IDIB000I539,700010562,700019267
ALLA0210905,IDIB000I538,700010555,700019268
ALLA0211802,IDIB000I545,700010534,700019269
ALLA0213419,IDIB000K514,743010501,743019003
ALLA0213359,IDIB000K552,700010208,700019270
ALLA0210684,IDIB000K553,700010046,700019271
ALLA0210360,IDIB000K561,700010561,700019272
ALLA0211769,IDIB000K640,700010142,700019273
ALLA0211641,IDIB000K655,700010557,700019274
ALLA0210040,IDIB000K688,700010129,700019275
ALLA0211781,IDIB000K727,700010141,700019276
ALLA0211920,IDIB000K828,700010535,700019277
ALLA0211136,IDIB000M511,700010191,700019278
ALLA0211734,IDIB000M529,700010124,700019279
ALLA0211725,IDIB000N522,700010156,700019280
ALLA0213369,IDIB000K788,700010210,700019282
ALLA0210039,IDIB000N620,700010135,700019283
ALLA0211780,IDIB000O516,700010128,700019284
ALLA0211836,IDIB000K765,700010111,700019285
ALLA0211583,IDIB000P532,700010189,700019286
ALLA0212767,IDIB000R529,700010198,700019287
ALLA0211728,IDIB000R533,700010106,700019288
ALLA0213280,IDIB000R646,700010204,700019289
ALLA0211829,IDIB000K770,700010110,700019290
ALLA0212491,IDIB000S549,700010183,700019281
ALLA0211739,IDIB000S739,700010116,700019291
ALLA0212220,IDIB000S740,700010182,700019292
ALLA0212845,IDIB000S774,700010203,700019294
ALLA0211736,IDIB000S811,700010536,700019295
ALLA0211391,IDIB000S812,700010560,700019296
ALLA0210043,IDIB000T505,700010537,700019297
ALLA0211763,IDIB000T547,700010538,700019298
ALLA0211757,IDIB000U508,700010138,700019299
ALLA0212019,IDIB000A682,560010009,560019059
ALLA0212314,IDIB000B595,560010012,560019060
ALLA0210326,IDIB000B605,560010003,560019061
ALLA0212029,IDIB000B606,560010008,560019062
ALLA0212717,IDIB000C525,560010023,560019063
ALLA0212011,IDIB000B607,560010007,560019065
ALLA0211819,IDIB000B608,560010005,560019069
ALLA0210217,IDIB000K504,560010002,560019999
ALLA0212106,IDIB000K545,560010010,560019071
ALLA0212865,IDIB000N510,560010028,560019075
ALLA0211155,IDIB000B609,560010004,560019998
ALLA0212940,IDIB000B625,560010030,560019997
ALLA0212942,IDIB000C585,562010002,562019002
ALLA0212354,IDIB000D583,560010015,560019996
ALLA0212350,IDIB000H593,560010013,560019064
ALLA0212105,IDIB000H552,573010302,560019995
ALLA0212941,IDIB000H566,560010031,560019066
ALLA0212831,IDIB000I526,560010025,560019067
ALLA0212728,IDIB000J625,560010029,560019068
ALLA0212867,IDIB000K502,560010027,560019070
ALLA0212866,IDIB000K548,560010026,560019072
ALLA0212522,IDIB000K791,560010017,560019073
ALLA0212313,IDIB000K854,570010003,570019009
ALLA0212729,IDIB000M590,560010024,560019074
ALLA0211917,IDIB000M601,571010502,560019994
ALLA0210909,IDIB000M785,570010002,570019010
ALLA0210678,IDIB000P543,573010001,573019303
ALLA0212672,IDIB000R501,560010019,560019076
ALLA0212673,IDIB000R528,560010020,560019077
ALLA0212547,IDIB000R526,560010018,560019078
ALLA0212943,IDIB000R569,571010552,571019552
ALLA0212671,IDIB000S520,560010021,560019079
ALLA0213258,IDIB000S745,560010032,560019080
ALLA0210579,IDIB000T613,572010002,572019003
ALLA0212459,IDIB000V525,560010016,560019081
ALLA0212674,IDIB000Y504,560010022,560019083
ALLA0213132,IDIB000B869,762010102,762019103
ALLA0210540,IDIB000B737,760010002,760019005
ALLA0212140,IDIB000B778,766010002,766019104
ALLA0211210,IDIB000D520,764010501,763019002
ALLA0211980,IDIB000G604,761010002,761019403
ALLA0213450,IDIB000K589,766010503,766019003
ALLA0212026,IDIB000K654,766010502,766019202
ALLA0213131,IDIB000K792,764010003,764019003
ALLA0213295,IDIB000N572,752010102,752019103
ALLA0211171,IDIB000P640,762010002,762019003
ALLA0210996,IDIB000P602,752010502,761019404
ALLA0212763,IDIB000R622,765010002,765019003
ALLA0212524,IDIB000S619,764010002,756019010
ALLA0211211,IDIB000S788,764010502,763019003
ALLA0211275,IDIB000A515,811010501,811019004
ALLA0213241,IDIB000A605,812010007,812019009
ALLA0211274,IDIB000A611,811010502,811019005
ALLA0213388,IDIB000A651,854010002,854019003
ALLA0212621,IDIB000B544,851010605,851019108
ALLA0211435,IDIB000B585,854010701,854019205
ALLA0211530,IDIB000B616,854010702,854019206
ALLA0213386,IDIB000B620,813010002,813019003
ALLA0210601,IDIB000B682,854010703,854019207
ALLA0210852,IDIB000B690,854010704,854019208
ALLA0210378,IDIB000B711,851010102,851019103
ALLA0211240,IDIB000B729,854010103,854019104
ALLA0210010,IDIB000B747,812010002,812019004
ALLA0211878,IDIB000B748,812010005,812019007
ALLA0212297,IDIB000M648,812010006,812019008
ALLA0211066,IDIB000B749,812010004,812019006
ALLA0210011,IDIB000B750,812010003,812019005
ALLA0210965,IDIB000B760,854010705,854019209
ALLA0212569,IDIB000B762,851010503,851019006
ALLA0213497,IDIB000B779,812010504,812019012
ALLA0212560,IDIB000B838,854010711,854019215
ALLA0212780,IDIB000C510,854010504,854019006
ALLA0213000,IDIB000F522,854010304,854019302
ALLA0210964,IDIB000G559,811010701,811019205
ALLA0211334,IDIB000G668,854010706,854019210
ALLA0212669,IDIB000G625,811010705,811019209
ALLA0210009,IDIB000J550,811010202,811019203
ALLA0213243,IDIB000J566,811010002,811019003
ALLA0210941,IDIB000K571,851010502,851019005
ALLA0210451,IDIB000K630,854010202,854019203
ALLA0212781,IDIB000K651,851010606,851019109
ALLA0211477,IDIB000K652,811010702,811019206
ALLA0212203,IDIB000K658,851010002,851019003
ALLA0210788,IDIB000K720,855010002,855019003
ALLA0213374,IDIB000K736,855010004,855019005
ALLA0210979,IDIB000K827,854010707,854019211
ALLA0211273,IDIB000K829,811010703,811019207
ALLA0211249,IDIB000L506,851010601,851019104
ALLA0213387,IDIB000M516,852010202,852019203
ALLA0212622,IDIB000M543,854010601,854019105
ALLA0211247,IDIB000M544,855010003,855019004
ALLA0211148,IDIB000M585,851010602,851019105
ALLA0210327,IDIB000M662,851010603,851019106
ALLA0212782,IDIB000M664,854010505,854019007
ALLA0211239,IDIB000M693,851010501,851019004
ALLA0213426,IDIB000M707,854010203,854019204
ALLA0212486,IDIB000M769,811010203,811019204
ALLA0210536,IDIB000N556,812010502,812019011
ALLA0210938,IDIB000N567,813010501,813019004
ALLA0211932,IDIB000N624,813010102,813019102
ALLA0210587,IDIB000P691,854010102,854019103
ALLA0210421,IDIB000R532,813010502,813019005
ALLA0211289,IDIB000R571,854010708,854019212
ALLA0210255,IDIB000R595,854010503,854019005
ALLA0212348,IDIB000S524,852010002,852019003
ALLA0210338,IDIB000S526,851010604,851019107
ALLA0211163,IDIB000S709,811010704,811019208
ALLA0211436,IDIB000S724,854010502,854019004
ALLA0212668,IDIB000S779,854010712,854019216
ALLA0211311,IDIB000S785,854010709,854019213
ALLA0213240,IDIB000S796,852010102,852019103
ALLA0210225,IDIB000T549,812010501,812019010
ALLA0211532,IDIB000Z502,854010710,854019214
ALLA0213428,IDIB000A516,465010502,465019102
ALLA0211097,IDIB000A549,453010002,452019013
ALLA0210197,IDIB000B796,462010014,462019018
ALLA0210718,IDIB000B557,462010003,462019009
ALLA0212502,IDIB000I524,452010006,452019012
ALLA0211006,IDIB000B797,462010004,462019010
ALLA0212492,IDIB000B827,474010003,474019005
ALLA0213300,IDIB000B892,450010001,450019001
ALLA0212238,IDIB000C524,462010018,462019022
ALLA0213299,IDIB000D535,475010002,475019001
ALLA0212207,IDIB000D592,455010001,455019002
ALLA0210811,IDIB000D611,454010001,454019001
ALLA0210904,IDIB000D655,465010501,465019101
ALLA0212839,IDIB000G544,462010023,462019027
ALLA0210985,IDIB000G647,462010502,462019030
ALLA0210260,IDIB000G665,474010001,474019003
ALLA0211871,IDIB000G667,474010002,474019004
ALLA0211263,IDIB000B798,462010007,462019011
ALLA0210196,IDIB000B799,462010002,462019008
ALLA0213048,IDIB000H534,461010101,461019101
ALLA0212241,IDIB000T610,462010021,462019025
ALLA0211107,IDIB000H580,464010005,464019202
ALLA0212239,IDIB000I511,462010019,462019023
ALLA0210201,IDIB000I525,452010002,452019008
ALLA0213297,IDIB000A643,452010010,452019016
ALLA0213047,IDIB000B604,452010008,452019014
ALLA0213128,IDIB000A543,452010009,452019015
ALLA0212592,IDIB000J586,458010052,458019053
ALLA0212240,IDIB000J518,462010020,462019024
ALLA0210982,IDIB000K557,452010007,452019019
ALLA0212277,IDIB000K598,473010003,473019004
ALLA0212840,IDIB000K678,450010101,450019102
ALLA0213298,IDIB000K692,451010001,451019001
ALLA0210889,IDIB000K698,457010501,457019004
ALLA0210476,IDIB000K708,452010011,452019017
ALLA0213098,IDIB000K735,462010024,462019028
ALLA0210527,IDIB000K782,462010013,462019017
ALLA0210416,IDIB000B800,462010008,462019012
ALLA0210984,IDIB000L524,463010002,463019001
ALLA0210983,IDIB000L533,452010004,452019010
ALLA0211952,IDIB000M502,462010012,462019016
ALLA0212288,IDIB000M758,462010022,462019026
ALLA0212601,IDIB000M583,458010502,458019003
ALLA0212466,IDIB000M599,458010001,458019002
ALLA0211539,IDIB000M654,462010009,462019013
ALLA0212600,IDIB000M691,466010501,466019052
ALLA0210691,IDIB000M715,462010015,462019019
ALLA0212841,IDIB000M749,476010001,476019002
ALLA0212465,IDIB000N576,458010051,458019052
ALLA0210202,IDIB000P507,465010151,465019151
ALLA0210986,IDIB000P533,452010003,452019009
ALLA0210690,IDIB000P583,462010017,462019021
ALLA0210871,IDIB000P600,464010004,464019205
ALLA0210722,IDIB000P634,462010016,462019020
ALLA0213107,IDIB000R523,464010001,464019001
ALLA0213302,IDIB000R536,465010152,465019152
ALLA0210894,IDIB000R615,457010002,457019003
ALLA0210517,IDIB000R659,462010010,462019014
ALLA0212503,IDIB000S612,466010051,466019051
ALLA0211332,IDIB000S615,452010501,452019018
ALLA0210831,IDIB000S669,473010002,473019003
ALLA0210850,IDIB000S674,465010051,465019051
ALLA0210617,IDIB000T609,462010011,462019015
ALLA0210872,IDIB000T540,464010003,464019204
ALLA0211109,IDIB000T614,462010501,462019029
ALLA0210530,IDIB000U513,456010002,456019003
ALLA0211877,IDIB000U514,456010003,456019004
ALLA0210366,IDIB000V519,464010201,464019203
ALLA0211966,IDIB000V523,452010005,452019011
ALLA0211584,IDIB000A560,754010506,754019003
ALLA0211402,IDIB000A668,752010501,752019005
ALLA0213462,IDIB000B537,752010506,752019006
ALLA0211172,IDIB000B725,753010501,754019004
ALLA0211169,IDIB000B574,753010502,754019005
ALLA0210329,IDIB000B803,751010002,751019018
ALLA0212147,IDIB000G597,751010011,751019019
ALLA0211027,IDIB000O506,751010003,751019025
ALLA0212010,IDIB000A663,751010007,751019015
ALLA0212073,IDIB000B643,751010010,751019016
ALLA0212027,IDIB000K717,751010008,751019021
ALLA0212047,IDIB000M569,751010009,751019022
ALLA0212483,IDIB000M677,751010014,751019023
ALLA0212009,IDIB000B802,751010006,751019024
ALLA0212482,IDIB000B702,751010013,751019017
